product_type,sku,estimated_price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,demurrage,demurrage_bin
cosmetics,C650056-0000/30,23530.0,65.0,926.0,5781.56,Male,73.0,23.0,5.0,4.0,Carrier C,611.0,Supplier 4,Chennai,18.0,896.0,11.0,94.57,Pending,0.24,Rail,Route_C,974.32,693103.0,True
cosmetics,C650013-0000/20,74680.0,88.0,231.0,4539.47,Male,27.0,8.0,18.0,6.0,Carrier A,728.0,Supplier 1,Chennai,21.0,864.0,5.0,88.87,Fail,2.4,Sea,Route_C,453.43,2228896.0,True
cosmetics,C642765-0000/27,6100.0,96.0,925.0,9257.16,Unknown,42.0,10.0,62.0,7.0,Carrier B,814.0,Supplier 5,Kolkata,19.0,870.0,12.0,20.5,Fail,1.98,Air,Route_B,125.21,327699.0,True
haircare,C642745-0000/27,46620.0,96.0,606.0,7323.93,Female,34.0,9.0,64.0,2.0,Carrier B,496.0,Supplier 1,Delhi,3.0,632.0,15.0,19.41,Pending,1.38,Air,Route_B,760.17,0.0,False
skincare,C642745-0000/01,51150.0,98.0,868.0,7009.09,Male,15.0,8.0,34.0,6.0,Carrier A,728.0,Supplier 3,Kolkata,8.0,599.0,27.0,62.48,Pass,4.71,Rail,Route_A,789.46,1655904.0,True
haircare,C650982-F275A/0,4620.0,13.0,48.0,6474.41,Non-binary,2.0,5.0,3.0,3.0,Carrier C,399.0,Supplier 5,Mumbai,15.0,842.0,3.0,38.13,Pass,2.5,Rail,Route_C,738.95,690537.0,True
cosmetics,C650965-F152A/0,85170.0,55.0,999.0,5971.66,Unknown,61.0,17.0,60.0,7.0,Carrier C,242.0,Supplier 1,Chennai,22.0,791.0,1.0,14.02,Fail,4.65,Road,Route_B,764.73,0.0,False
haircare,C643459-030A/12,39960.0,60.0,219.0,9509.49,Male,89.0,12.0,1.0,5.0,Carrier B,794.0,Supplier 2,Mumbai,19.0,562.0,18.0,80.5,Fail,3.64,Air,Route_C,285.18,1961805.0,True
skincare,C633559-0477/31,79090.0,9.0,452.0,1424.73,Unknown,41.0,12.0,98.0,9.0,Carrier B,406.0,Supplier 2,Mumbai,26.0,378.0,17.0,58.34,Fail,4.43,Air,Route_B,302.37,0.0,False
haircare,C645545-0010/20,65280.0,5.0,708.0,5710.95,Male,6.0,8.0,86.0,3.0,Carrier A,399.0,Supplier 1,Kolkata,18.0,995.0,10.0,87.27,Fail,1.68,Road,Route_C,971.05,1110143.0,True
haircare,C616791-033Y/00,8340.0,67.0,283.0,4139.88,Unknown,86.0,6.0,82.0,4.0,Carrier A,843.0,Supplier 3,Kolkata,11.0,955.0,8.0,15.28,Pass,2.63,Air,Route_B,108.51,0.0,False
haircare,C615880-312K/00,51150.0,87.0,458.0,5851.88,Male,12.0,22.0,31.0,6.0,Carrier B,505.0,Supplier 1,Bangalore,23.0,364.0,29.0,36.98,Pass,3.81,Road,Route_B,749.43,0.0,False
cosmetics,C651174-3204/0Y,94930.0,74.0,856.0,6239.3,Female,58.0,23.0,99.0,2.0,Carrier C,599.0,Supplier 5,Bangalore,22.0,567.0,11.0,41.81,Fail,0.55,Air,Route_C,743.41,0.0,False
skincare,C651104-1676/0X,62590.0,8.0,280.0,6815.61,Male,45.0,21.0,35.0,2.0,Carrier A,239.0,Supplier 4,Delhi,1.0,338.0,9.0,41.29,Fail,1.96,Sea,Route_B,878.53,1146983.0,True
cosmetics,C651074-8120/0W,65750.0,99.0,212.0,5352.29,Female,55.0,9.0,6.0,3.0,Carrier A,927.0,Supplier 3,Delhi,15.0,700.0,15.0,29.24,Fail,2.24,Sea,Route_A,400.92,1233965.0,True
cosmetics,C646474-5662/5W,63190.0,91.0,927.0,2504.73,Non-binary,65.0,1.0,7.0,3.0,Carrier C,694.0,Supplier 2,Kolkata,19.0,994.0,28.0,93.18,Pass,3.2,Air,Route_A,545.67,557466.0,True
skincare,C646474-1182/5Q,75230.0,9.0,307.0,7513.71,Non-binary,39.0,13.0,84.0,1.0,Carrier B,872.0,Supplier 3,Delhi,12.0,882.0,4.0,15.15,Pass,0.41,Rail,Route_B,950.87,0.0,False
skincare,C646474-6507/G5,32620.0,35.0,88.0,8182.95,Unknown,44.0,11.0,59.0,5.0,Carrier A,246.0,Supplier 2,Mumbai,10.0,900.0,10.0,94.27,Pending,1.05,Road,Route_A,112.7,864916.0,True
haircare,C646474-4137/G5,28800.0,66.0,799.0,3905.7,Male,41.0,27.0,29.0,1.0,Carrier B,725.0,Supplier 2,Bangalore,23.0,193.0,6.0,70.56,Pending,4.67,Rail,Route_C,302.64,0.0,False
haircare,C646404-0692/5Q,68190.0,93.0,25.0,5063.29,Male,44.0,27.0,23.0,3.0,Carrier C,120.0,Supplier 3,Mumbai,22.0,129.0,28.0,92.19,Pass,1.48,Air,Route_C,375.83,1826163.0,True
haircare,C643558-0000/10,26020.0,99.0,463.0,6857.27,Male,62.0,2.0,57.0,8.0,Carrier B,351.0,Supplier 3,Delhi,11.0,690.0,26.0,24.68,Fail,4.99,Air,Route_B,911.02,0.0,False
skincare,C643558-0000/04,67190.0,17.0,353.0,3352.37,Female,50.0,18.0,97.0,4.0,Carrier C,258.0,Supplier 1,Bangalore,1.0,480.0,14.0,75.81,Pass,4.56,Road,Route_B,798.78,0.0,False
haircare,H400307-0004/00,70110.0,86.0,215.0,1405.79,Unknown,3.0,27.0,33.0,4.0,Carrier B,526.0,Supplier 2,Kolkata,26.0,655.0,13.0,38.52,Fail,4.13,Road,Route_A,234.16,432703.0,True
skincare,H400305-0001/00,83420.0,77.0,441.0,8795.65,Female,80.0,9.0,92.0,4.0,Carrier B,321.0,Supplier 2,Chennai,14.0,763.0,26.0,49.51,Fail,1.76,Rail,Route_B,769.62,715680.0,True
skincare,H228000-5549/00,63480.0,96.0,912.0,9865.23,Female,67.0,19.0,51.0,2.0,Carrier A,842.0,Supplier 3,Chennai,16.0,397.0,19.0,97.25,Pending,3.51,Road,Route_C,443.29,0.0,False
haircare,H268600-6213/00,67580.0,44.0,795.0,5422.22,Non-binary,69.0,5.0,10.0,1.0,Carrier C,871.0,Supplier 1,Kolkata,28.0,464.0,3.0,27.51,Pass,0.52,Rail,Route_C,632.84,0.0,False
haircare,C819209-48360/0,53300.0,89.0,852.0,9139.48,Male,28.0,21.0,82.0,5.0,Carrier C,875.0,Supplier 1,Delhi,15.0,768.0,17.0,21.52,Pass,4.72,Sea,Route_B,644.14,0.0,False
cosmetics,C819215-1689/00,49980.0,12.0,282.0,9312.08,Male,63.0,19.0,70.0,7.0,Carrier B,787.0,Supplier 5,Chennai,1.0,745.0,10.0,62.66,Pass,1.04,Sea,Route_A,542.52,1527209.0,True
haircare,C816410-0001/01,19590.0,62.0,595.0,4177.3,Female,28.0,1.0,36.0,9.0,Carrier A,917.0,Supplier 3,Bangalore,25.0,428.0,26.0,10.0,Pass,0.05,Air,Route_C,346.35,0.0,False
skincare,C816403-0001/01,51640.0,74.0,470.0,3852.22,Female,64.0,18.0,67.0,2.0,Carrier B,101.0,Supplier 1,Chennai,8.0,953.0,12.0,67.36,Pass,0.5,Air,Route_B,675.96,0.0,False
haircare,C816416-0002/01,27500.0,43.0,944.0,6261.33,Male,15.0,22.0,98.0,3.0,Carrier A,477.0,Supplier 2,Bangalore,13.0,111.0,22.0,99.51,Pass,3.98,Sea,Route_A,912.72,0.0,False
skincare,H225601-0057/00,85380.0,97.0,550.0,9309.02,Male,31.0,25.0,14.0,6.0,Carrier A,581.0,Supplier 5,Kolkata,12.0,838.0,12.0,42.82,Fail,0.53,Road,Route_B,770.28,0.0,False
skincare,H217500-0101/00,35110.0,52.0,680.0,6776.55,Male,22.0,12.0,74.0,5.0,Carrier C,241.0,Supplier 5,Mumbai,7.0,691.0,2.0,53.86,Pending,4.62,Road,Route_A,442.13,0.0,False
cosmetics,H217500-0141/00,72800.0,48.0,925.0,1143.8,Female,1.0,8.0,84.0,1.0,Carrier B,729.0,Supplier 5,Mumbai,26.0,822.0,27.0,15.1,Pass,0.99,Road,Route_B,553.61,804248.0,True
cosmetics,H226707-1638/00,95550.0,78.0,775.0,6261.85,Male,70.0,13.0,98.0,3.0,Carrier B,591.0,Supplier 5,Mumbai,12.0,909.0,13.0,85.75,Pending,2.89,Sea,Route_B,169.37,757930.0,True
cosmetics,H226706-1421/00,87840.0,72.0,758.0,2544.36,Unknown,93.0,19.0,44.0,8.0,Carrier A,296.0,Supplier 4,Chennai,29.0,169.0,14.0,56.47,Fail,3.73,Air,Route_B,377.85,0.0,False
cosmetics,H229910-0552/00,52530.0,95.0,817.0,2982.07,Male,20.0,17.0,41.0,2.0,Carrier C,154.0,Supplier 5,Delhi,7.0,314.0,26.0,52.69,Fail,0.22,Air,Route_C,131.74,1631215.0,True
haircare,H229700-0001/00,92130.0,29.0,88.0,5129.72,Unknown,69.0,17.0,62.0,3.0,Carrier C,901.0,Supplier 5,Mumbai,28.0,746.0,27.0,47.67,Pending,2.23,Sea,Route_C,147.44,1068416.0,True
haircare,C648486-5286/00,17040.0,82.0,594.0,7001.48,Non-binary,68.0,4.0,94.0,3.0,Carrier C,155.0,Supplier 3,Chennai,10.0,344.0,1.0,37.93,Pass,0.35,Air,Route_C,917.59,0.0,False
haircare,C648460-0002/04,58720.0,91.0,575.0,2801.63,Male,37.0,27.0,41.0,4.0,Carrier B,154.0,Supplier 3,Kolkata,10.0,697.0,5.0,38.42,Pass,2.45,Sea,Route_A,341.49,655607.0,True
cosmetics,C648279-2018/43,57020.0,75.0,352.0,2083.49,Non-binary,17.0,26.0,69.0,2.0,Carrier A,575.0,Supplier 5,Chennai,11.0,171.0,23.0,99.36,Pass,0.84,Air,Route_B,986.16,0.0,False
haircare,C648486-0001/04,11940.0,55.0,547.0,1189.95,Non-binary,35.0,18.0,63.0,4.0,Carrier B,997.0,Supplier 4,Chennai,12.0,449.0,7.0,49.56,Fail,0.73,Sea,Route_B,800.95,1633232.0,True
skincare,C648215-2018/36,94760.0,6.0,842.0,2173.66,Female,65.0,11.0,81.0,3.0,Carrier A,291.0,Supplier 5,Delhi,25.0,137.0,1.0,92.89,Pass,2.39,Road,Route_B,383.09,0.0,False
cosmetics,C648215-0G08/02,12730.0,73.0,704.0,7054.9,Unknown,69.0,24.0,84.0,6.0,Carrier A,616.0,Supplier 4,Chennai,17.0,298.0,28.0,11.34,Pass,1.69,Air,Route_A,654.52,0.0,False
cosmetics,C650417-5905/21,43520.0,80.0,877.0,3448.64,Female,2.0,12.0,6.0,6.0,Carrier B,637.0,Supplier 5,Bangalore,9.0,216.0,10.0,10.96,Pending,1.17,Sea,Route_C,332.33,1081401.0,True
haircare,C650417-5903/45,65500.0,20.0,453.0,1201.34,Female,18.0,20.0,52.0,1.0,Carrier B,917.0,Supplier 3,Kolkata,23.0,385.0,5.0,72.29,Fail,4.04,Sea,Route_B,236.37,0.0,False
haircare,C650447-5904/54,75870.0,53.0,128.0,5228.43,Female,41.0,5.0,37.0,1.0,Carrier B,278.0,Supplier 4,Kolkata,24.0,941.0,7.0,23.41,Pending,4.71,Sea,Route_A,190.19,0.0,False
skincare,C650465-5905/23,7220.0,23.0,593.0,9338.42,Unknown,6.0,25.0,86.0,6.0,Carrier A,909.0,Supplier 3,Bangalore,15.0,772.0,21.0,67.6,Pending,0.99,Sea,Route_C,716.36,0.0,False
cosmetics,C650479-5906/45,2670.0,6.0,242.0,8283.32,Non-binary,78.0,10.0,74.0,4.0,Carrier B,385.0,Supplier 1,Chennai,27.0,764.0,26.0,49.42,Fail,2.6,Air,Route_A,870.77,0.0,False
haircare,H238300-P228/00,32790.0,6.0,299.0,2564.49,Male,82.0,1.0,48.0,4.0,Carrier C,128.0,Supplier 3,Bangalore,26.0,528.0,22.0,13.82,Fail,3.62,Sea,Route_B,873.68,0.0,False
cosmetics,H238300-EU344/0,51670.0,67.0,615.0,9621.34,Non-binary,46.0,7.0,8.0,1.0,Carrier A,179.0,Supplier 2,Mumbai,28.0,286.0,9.0,90.71,Fail,2.06,Rail,Route_B,461.6,0.0,False
haircare,H238300-US39/00,57590.0,72.0,920.0,6416.86,Unknown,85.0,26.0,43.0,8.0,Carrier C,219.0,Supplier 4,Kolkata,5.0,297.0,24.0,75.53,Pass,2.12,Rail,Route_A,651.77,0.0,False
haircare,C463716-20069/A,56980.0,63.0,245.0,1382.73,Male,75.0,10.0,14.0,8.0,Carrier A,605.0,Supplier 4,Chennai,12.0,391.0,28.0,82.44,Pending,2.75,Road,Route_C,601.28,2034927.0,True
cosmetics,C464015-19085/B,71500.0,94.0,338.0,9815.53,Female,24.0,18.0,5.0,7.0,Carrier A,559.0,Supplier 5,Chennai,17.0,717.0,9.0,68.01,Pass,3.95,Air,Route_C,329.01,662034.0,True
skincare,C463921-20040/C,3890.0,83.0,851.0,2627.05,Male,59.0,14.0,10.0,4.0,Carrier B,1000.0,Supplier 5,Mumbai,14.0,840.0,15.0,77.07,Pending,1.8,Air,Route_A,259.03,0.0,False
skincare,C463821-20032/C,73370.0,82.0,551.0,5433.23,Non-binary,15.0,1.0,42.0,3.0,Carrier B,825.0,Supplier 2,Mumbai,10.0,769.0,12.0,43.77,Pending,0.88,Air,Route_C,169.02,0.0,False
haircare,C463616-20025/A,95200.0,56.0,832.0,3408.16,Male,43.0,21.0,78.0,8.0,Carrier A,951.0,Supplier 3,Mumbai,11.0,657.0,22.0,56.36,Pending,4.06,Sea,Route_B,225.71,0.0,False
skincare,C463511-20345/A,56900.0,25.0,275.0,8160.68,Female,50.0,2.0,29.0,6.0,Carrier B,424.0,Supplier 2,Bangalore,23.0,541.0,4.0,70.79,Fail,4.99,Sea,Route_C,136.06,785046.0,True
cosmetics,C650779-Y36A/00,52600.0,74.0,484.0,3598.15,Unknown,11.0,7.0,75.0,1.0,Carrier C,454.0,Supplier 4,Bangalore,23.0,678.0,23.0,68.44,Pending,1.28,Sea,Route_C,664.94,629371.0,True
cosmetics,C650745-Y36A/02,50920.0,4.0,366.0,4211.46,Non-binary,72.0,27.0,98.0,3.0,Carrier B,518.0,Supplier 2,Mumbai,16.0,261.0,15.0,67.69,Pass,1.19,Sea,Route_A,739.52,718173.0,True
haircare,C650717-Y37A/00,19800.0,10.0,582.0,4307.12,Non-binary,36.0,28.0,84.0,7.0,Carrier C,629.0,Supplier 1,Kolkata,14.0,378.0,19.0,54.37,Pass,0.98,Road,Route_A,142.36,896268.0,True
skincare,H290300-0134/00,16940.0,16.0,734.0,9760.7,Non-binary,43.0,10.0,16.0,2.0,Carrier C,772.0,Supplier 1,Chennai,11.0,750.0,20.0,54.1,Fail,3.59,Road,Route_A,713.67,0.0,False
skincare,H245200-0000/01,58560.0,24.0,454.0,3107.24,Unknown,46.0,20.0,33.0,2.0,Carrier C,352.0,Supplier 4,Delhi,4.0,100.0,9.0,62.5,Fail,0.26,Air,Route_C,774.34,888284.0,True
cosmetics,H245100-0000/44,95730.0,77.0,973.0,7627.56,Unknown,90.0,23.0,14.0,6.0,Carrier B,373.0,Supplier 3,Bangalore,28.0,479.0,29.0,79.0,Pass,3.92,Road,Route_B,870.8,2395415.0,True
skincare,H245100-0000/12,16560.0,98.0,327.0,4372.03,Male,71.0,25.0,8.0,3.0,Carrier A,986.0,Supplier 3,Bangalore,20.0,966.0,23.0,32.13,Pending,2.19,Rail,Route_A,207.15,0.0,False
skincare,C651658-9150/0B,49010.0,77.0,181.0,9878.48,Male,33.0,22.0,92.0,7.0,Carrier B,192.0,Supplier 1,Mumbai,11.0,490.0,9.0,32.67,Pass,3.63,Rail,Route_A,998.96,0.0,False
cosmetics,C651504-8226/0H,64060.0,70.0,151.0,2614.71,Male,49.0,12.0,46.0,2.0,Carrier A,717.0,Supplier 1,Bangalore,11.0,738.0,11.0,56.63,Fail,4.39,Sea,Route_A,947.16,0.0,False
cosmetics,C818210-0000/00,4340.0,32.0,218.0,1834.8,Non-binary,10.0,21.0,58.0,2.0,Carrier B,358.0,Supplier 3,Chennai,27.0,285.0,16.0,38.71,Fail,3.74,Road,Route_C,811.23,0.0,False
haircare,C818110-0000/00,29820.0,64.0,585.0,5982.99,Unknown,16.0,18.0,61.0,4.0,Carrier C,892.0,Supplier 3,Kolkata,28.0,140.0,7.0,64.67,Fail,3.42,Air,Route_C,360.75,911267.0,True
skincare,C817915-0000/00,44940.0,92.0,370.0,1623.53,Female,17.0,16.0,75.0,3.0,Carrier A,376.0,Supplier 5,Kolkata,29.0,357.0,21.0,29.69,Pass,3.33,Road,Route_B,462.75,0.0,False
skincare,C817717-0000/00,18140.0,51.0,731.0,1049.94,Female,2.0,1.0,12.0,8.0,Carrier B,775.0,Supplier 3,Kolkata,22.0,707.0,22.0,81.43,Fail,0.04,Sea,Route_A,755.98,1134961.0,True
skincare,C650517-0C03/16,96680.0,45.0,603.0,7031.01,Non-binary,58.0,29.0,80.0,6.0,Carrier A,957.0,Supplier 5,Kolkata,11.0,214.0,28.0,81.73,Pass,2.38,Sea,Route_B,783.37,313015.0,True
skincare,C650517-0C10/15,90530.0,66.0,373.0,8290.52,Female,70.0,6.0,2.0,5.0,Carrier C,912.0,Supplier 1,Mumbai,20.0,726.0,14.0,56.66,Pass,1.1,Rail,Route_B,653.89,0.0,False
haircare,C646579-Z024/00,18020.0,94.0,228.0,4404.68,Female,17.0,19.0,53.0,9.0,Carrier A,606.0,Supplier 1,Mumbai,12.0,861.0,6.0,78.35,Pending,3.03,Road,Route_A,690.73,0.0,False
cosmetics,C646517-Z055/00,96570.0,83.0,337.0,3554.35,Male,43.0,25.0,19.0,6.0,Carrier A,373.0,Supplier 1,Chennai,7.0,899.0,10.0,42.0,Pending,4.5,Air,Route_B,398.37,1529913.0,True
cosmetics,C650579-0C10/11,77120.0,83.0,194.0,1152.93,Female,22.0,22.0,24.0,5.0,Carrier C,961.0,Supplier 4,Kolkata,12.0,794.0,6.0,85.01,Fail,1.91,Air,Route_C,532.13,0.0,False
skincare,C650565-0C10/15,1770.0,24.0,883.0,2048.15,Female,23.0,23.0,58.0,5.0,Carrier A,700.0,Supplier 5,Delhi,22.0,172.0,4.0,96.17,Pending,4.19,Rail,Route_C,961.33,1428185.0,True
cosmetics,C650547-0C03/16,48690.0,60.0,901.0,2894.49,Unknown,20.0,18.0,51.0,3.0,Carrier B,138.0,Supplier 4,Delhi,13.0,372.0,24.0,23.65,Pass,1.83,Road,Route_B,958.27,0.0,False
skincare,U020108-0000/04,72110.0,87.0,282.0,4352.08,Male,83.0,17.0,67.0,4.0,Carrier B,187.0,Supplier 2,Mumbai,7.0,528.0,9.0,91.76,Pending,2.9,Sea,Route_A,893.81,1664588.0,True
skincare,Y020828-0001/00,79750.0,26.0,378.0,7062.29,Non-binary,78.0,19.0,20.0,6.0,Carrier A,384.0,Supplier 2,Chennai,8.0,418.0,18.0,53.39,Pass,1.66,Road,Route_C,142.81,1953075.0,True
skincare,U020107-0000/20,98390.0,27.0,988.0,5766.05,Female,1.0,7.0,53.0,2.0,Carrier A,614.0,Supplier 5,Delhi,6.0,413.0,8.0,15.03,Fail,2.77,Road,Route_B,560.11,0.0,False
haircare,U020525-0002/40,2380.0,43.0,695.0,9743.63,Unknown,28.0,25.0,70.0,7.0,Carrier A,699.0,Supplier 3,Delhi,14.0,424.0,25.0,68.71,Fail,4.17,Road,Route_C,454.47,0.0,False
cosmetics,10400067,71580.0,55.0,529.0,2732.14,Unknown,1.0,26.0,50.0,9.0,Carrier A,665.0,Supplier 5,Kolkata,13.0,708.0,28.0,39.09,Pass,4.94,Air,Route_A,820.76,0.0,False
cosmetics,R089693-0000/20,89170.0,93.0,938.0,5737.61,Female,26.0,21.0,39.0,1.0,Carrier A,383.0,Supplier 2,Bangalore,17.0,689.0,10.0,18.37,Fail,2.52,Sea,Route_B,213.52,0.0,False
skincare,R089692-0000/20,62130.0,89.0,189.0,5444.6,Male,82.0,25.0,56.0,5.0,Carrier B,305.0,Supplier 5,Mumbai,12.0,495.0,23.0,48.54,Pending,1.72,Road,Route_C,444.6,0.0,False
haircare,R089673-0000/13,35310.0,85.0,816.0,8014.37,Male,28.0,19.0,86.0,7.0,Carrier B,315.0,Supplier 2,Kolkata,3.0,394.0,27.0,81.49,Pending,2.21,Sea,Route_B,549.48,1109545.0,True
cosmetics,R089672-0000/13,24450.0,53.0,78.0,6579.57,Male,26.0,17.0,64.0,5.0,Carrier B,185.0,Supplier 4,Bangalore,27.0,432.0,16.0,42.96,Pending,4.95,Air,Route_C,206.29,0.0,False
cosmetics,R089647-0000/11,42010.0,55.0,887.0,9633.48,Male,69.0,3.0,76.0,1.0,Carrier C,734.0,Supplier 1,Bangalore,23.0,119.0,18.0,84.98,Fail,3.32,Sea,Route_A,482.2,343341.0,True
cosmetics,R08966-0000/44,8950.0,63.0,234.0,9939.52,Unknown,57.0,15.0,76.0,4.0,Carrier B,863.0,Supplier 4,Kolkata,18.0,164.0,7.0,97.22,Pass,0.36,Air,Route_C,187.64,0.0,False
haircare,R089800-0000/04,91970.0,25.0,60.0,3515.52,Non-binary,11.0,4.0,60.0,2.0,Carrier C,712.0,Supplier 5,Delhi,20.0,801.0,9.0,89.31,Pending,0.75,Road,Route_B,952.92,0.0,False
skincare,T020971-0003/00,84820.0,34.0,111.0,3934.27,Male,53.0,9.0,92.0,3.0,Carrier A,936.0,Supplier 4,Delhi,20.0,725.0,27.0,22.45,Pass,3.71,Air,Route_C,299.99,0.0,False
skincare,T020971-0001/00,45920.0,58.0,635.0,4601.58,Unknown,92.0,10.0,21.0,6.0,Carrier A,608.0,Supplier 4,Bangalore,8.0,790.0,2.0,13.51,Pending,4.18,Road,Route_B,801.1,0.0,False
haircare,T020970-0003/00,82380.0,42.0,244.0,3930.58,Unknown,59.0,25.0,42.0,5.0,Carrier C,612.0,Supplier 4,Bangalore,12.0,615.0,29.0,46.82,Fail,0.07,Air,Route_C,864.26,0.0,False
haircare,T020968-0000/00,41610.0,30.0,455.0,3457.15,Non-binary,75.0,4.0,30.0,9.0,Carrier B,252.0,Supplier 5,Delhi,4.0,312.0,8.0,10.87,Pass,3.56,Rail,Route_B,226.38,0.0,False
skincare,R081094-0000/13,51360.0,73.0,402.0,2548.15,Male,15.0,16.0,2.0,5.0,Carrier C,335.0,Supplier 5,Kolkata,16.0,222.0,6.0,69.31,Pending,3.76,Road,Route_C,694.11,0.0,False
skincare,R050734-0002/20,38900.0,71.0,255.0,7138.6,Non-binary,22.0,18.0,2.0,6.0,Carrier A,364.0,Supplier 3,Bangalore,7.0,788.0,7.0,86.92,Pending,1.41,Rail,Route_A,605.03,571025.0,True
cosmetics,R050782-0002/06,44070.0,52.0,376.0,2555.36,Unknown,6.0,9.0,23.0,3.0,Carrier A,342.0,Supplier 5,Kolkata,14.0,616.0,10.0,34.02,Pass,0.28,Road,Route_C,788.87,0.0,False
cosmetics,R050704-0002/06,66510.0,42.0,534.0,5605.59,Non-binary,48.0,8.0,81.0,3.0,Carrier C,815.0,Supplier 2,Bangalore,3.0,650.0,19.0,29.42,Fail,0.13,Road,Route_C,103.83,2020002.0,True
haircare,R050734-0001/20,60820.0,57.0,132.0,4510.5,Unknown,61.0,4.0,5.0,8.0,Carrier B,793.0,Supplier 4,Chennai,23.0,714.0,4.0,32.34,Fail,3.06,Air,Route_C,427.28,0.0,False
cosmetics,T050864-0000/20,4950.0,50.0,347.0,7494.38,Male,18.0,18.0,22.0,4.0,Carrier B,184.0,Supplier 1,Chennai,26.0,300.0,24.0,15.18,Pending,3.77,Rail,Route_C,134.06,0.0,False
skincare,R051104-0000/20,77640.0,47.0,944.0,6093.62,Female,39.0,28.0,80.0,6.0,Carrier A,553.0,Supplier 3,Chennai,7.0,738.0,7.0,19.39,Fail,4.65,Sea,Route_B,765.91,2387547.0,True
cosmetics,R051104-0000/51,86550.0,17.0,783.0,8786.4,Male,60.0,7.0,32.0,9.0,Carrier A,766.0,Supplier 3,Delhi,24.0,264.0,17.0,55.53,Pending,4.25,Rail,Route_A,349.11,2013406.0,True
cosmetics,R051104-0000/36,71260.0,57.0,74.0,9098.45,Non-binary,17.0,8.0,31.0,8.0,Carrier A,121.0,Supplier 2,Mumbai,20.0,223.0,19.0,41.07,Pending,4.71,Rail,Route_C,875.16,0.0,False
haircare,R081095-0000/20,6250.0,15.0,166.0,1321.22,Non-binary,80.0,9.0,83.0,6.0,Carrier C,823.0,Supplier 5,Chennai,9.0,630.0,17.0,61.97,Fail,2.41,Sea,Route_A,166.9,0.0,False
skincare,C808215-0000/02,85000.0,39.0,301.0,3301.38,Male,76.0,1.0,79.0,7.0,Carrier B,980.0,Supplier 1,Mumbai,29.0,183.0,5.0,50.71,Fail,4.4,Road,Route_A,591.34,0.0,False
haircare,C808215-0000/01,59790.0,16.0,533.0,5360.21,Unknown,44.0,28.0,2.0,6.0,Carrier C,383.0,Supplier 1,Mumbai,7.0,478.0,11.0,15.72,Pending,0.69,Rail,Route_B,843.73,0.0,False
skincare,C636474-4441/0X,79090.0,79.0,30.0,9061.68,Female,50.0,6.0,37.0,7.0,Carrier B,265.0,Supplier 1,Bangalore,6.0,791.0,8.0,58.13,Fail,1.33,Road,Route_A,663.24,978156.0,True
skincare,C624247-0308/M8,47820.0,91.0,115.0,4427.5,Non-binary,85.0,26.0,51.0,3.0,Carrier A,115.0,Supplier 5,Kolkata,21.0,256.0,11.0,94.19,Pending,0.85,Air,Route_B,583.83,883346.0,True
cosmetics,C631374-10182/0,50820.0,49.0,27.0,7224.79,Unknown,82.0,14.0,46.0,1.0,Carrier A,511.0,Supplier 1,Bangalore,18.0,858.0,19.0,91.35,Pending,2.01,Rail,Route_B,437.4,336799.0,True
haircare,Y020834-0001/00,76840.0,10.0,921.0,4387.07,Female,48.0,15.0,45.0,4.0,Carrier B,285.0,Supplier 4,Chennai,20.0,192.0,7.0,97.14,Pass,0.64,Sea,Route_A,870.84,0.0,False
haircare,10100132,10660.0,7.0,331.0,1811.13,Non-binary,49.0,10.0,62.0,9.0,Carrier B,907.0,Supplier 4,Bangalore,5.0,196.0,25.0,50.8,Pending,4.59,Air,Route_A,900.72,1557478.0,True
haircare,10100134,9840.0,57.0,370.0,2445.19,Unknown,22.0,14.0,49.0,6.0,Carrier B,733.0,Supplier 5,Delhi,3.0,260.0,15.0,59.53,Pass,0.18,Air,Route_B,268.58,1364065.0,True
skincare,10100135,8690.0,64.0,695.0,6519.08,Female,4.0,20.0,94.0,7.0,Carrier B,393.0,Supplier 3,Delhi,8.0,272.0,28.0,94.82,Pass,0.53,Rail,Route_C,427.52,2296515.0,True
cosmetics,10100143,19410.0,97.0,902.0,2900.54,Female,1.0,24.0,42.0,4.0,Carrier C,332.0,Supplier 4,Mumbai,1.0,360.0,14.0,75.88,Pending,1.77,Sea,Route_B,578.39,0.0,False
cosmetics,10100274,87870.0,62.0,191.0,9883.24,Unknown,13.0,20.0,44.0,2.0,Carrier B,874.0,Supplier 5,Chennai,23.0,149.0,2.0,66.7,Pass,3.28,Air,Route_A,205.62,0.0,False
skincare,C629965-0657/0C,49320.0,74.0,499.0,3904.15,Male,43.0,2.0,32.0,1.0,Carrier B,712.0,Supplier 4,Delhi,6.0,881.0,3.0,32.44,Pending,0.0,Sea,Route_C,647.17,0.0,False
haircare,C650265-4435/00,23640.0,29.0,922.0,9602.54,Female,65.0,27.0,67.0,3.0,Carrier C,544.0,Supplier 4,Delhi,10.0,418.0,9.0,69.18,Pending,1.63,Rail,Route_C,111.21,0.0,False
