product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs
haircare,B280933-22843/0,57.29,83.0,515.0,1104.26,Non-binary,30.0,12.0,22.0,1.0,Carrier B,5.1,Supplier 2,Kolkata,11.0,762.0,5.0,20.97,Pending,4.05,Air,Route_A,748.89
haircare,B280233-19280/0,18.12,48.0,631.0,2991.21,Non-binary,17.0,1.0,76.0,2.0,Carrier A,8.86,Supplier 1,Kolkata,5.0,453.0,17.0,72.54,Fail,3.27,Air,Route_A,730.65
skincare,B280225-19280/0,20.89,7.0,726.0,1394.97,Unknown,12.0,28.0,93.0,9.0,Carrier B,1.04,Supplier 2,Kolkata,12.0,664.0,20.0,69.53,Pending,3.31,Air,Route_B,866.56
haircare,B280223-19280/0,15.96,10.0,949.0,7622.19,Male,83.0,8.0,8.0,2.0,Carrier A,1.12,Supplier 4,Mumbai,25.0,125.0,23.0,84.59,Pass,4.65,Rail,Route_C,654.63
haircare,B280205-19280/0,41.52,63.0,247.0,7839.56,Unknown,27.0,7.0,87.0,8.0,Carrier B,6.17,Supplier 4,Bangalore,18.0,379.0,5.0,16.79,Pending,2.09,Road,Route_B,403.78
skincare,B280233-19269/0,88.4,11.0,275.0,8313.56,Male,86.0,1.0,21.0,5.0,Carrier C,6.3,Supplier 4,Delhi,6.0,370.0,8.0,27.87,Fail,4.38,Rail,Route_A,629.14
haircare,B280110-19678/0,19.44,59.0,407.0,3874.56,Male,47.0,4.0,56.0,3.0,Carrier B,8.22,Supplier 1,Bangalore,22.0,298.0,18.0,99.05,Pass,3.8,Rail,Route_A,454.45
skincare,B280105-19678/0,82.23,58.0,659.0,9267.62,Female,11.0,24.0,3.0,2.0,Carrier A,2.27,Supplier 5,Bangalore,15.0,353.0,18.0,89.05,Pass,3.22,Road,Route_A,858.39
haircare,B280110-19675/0,61.35,69.0,471.0,5099.07,Non-binary,16.0,4.0,91.0,7.0,Carrier C,9.02,Supplier 3,Delhi,15.0,382.0,13.0,76.86,Pending,3.44,Road,Route_C,714.99
haircare,B280133-19671/0,1.33,31.0,586.0,9165.86,Female,91.0,18.0,36.0,2.0,Carrier C,2.67,Supplier 1,Bangalore,22.0,908.0,8.0,32.48,Pass,2.8,Road,Route_A,806.04
cosmetics,B280130-19671/0,68.02,94.0,227.0,8919.33,Non-binary,91.0,18.0,1.0,4.0,Carrier B,5.32,Supplier 3,Delhi,5.0,497.0,26.0,25.76,Pass,3.44,Rail,Route_B,207.66
haircare,B280110-19671/0,49.18,89.0,330.0,3194.39,Female,25.0,4.0,17.0,6.0,Carrier A,4.83,Supplier 1,Delhi,27.0,604.0,29.0,18.61,Pass,1.05,Rail,Route_B,921.94
skincare,B280123-16666/0,6.07,73.0,441.0,2446.34,Unknown,8.0,26.0,64.0,2.0,Carrier B,7.01,Supplier 1,Mumbai,10.0,577.0,24.0,11.38,Pending,3.03,Air,Route_B,949.12
haircare,C637682-27265/7,93.87,1.0,995.0,7324.55,Non-binary,99.0,26.0,4.0,7.0,Carrier A,2.84,Supplier 2,Chennai,5.0,182.0,26.0,42.34,Pending,2.08,Air,Route_B,419.38
cosmetics,C637682-27265/1,57.21,23.0,872.0,2049.94,Non-binary,97.0,26.0,30.0,2.0,Carrier A,2.29,Supplier 2,Mumbai,18.0,881.0,6.0,31.74,Fail,2.9,Air,Route_C,252.98
skincare,C637682-27261/1,74.61,86.0,798.0,1986.05,Male,65.0,21.0,23.0,4.0,Carrier C,5.4,Supplier 4,Delhi,25.0,461.0,17.0,36.54,Pass,1.17,Air,Route_A,928.14
cosmetics,C637682-27241/2,58.03,79.0,999.0,1473.37,Male,11.0,14.0,57.0,7.0,Carrier A,3.29,Supplier 2,Kolkata,21.0,981.0,25.0,78.83,Pending,4.94,Rail,Route_A,704.9
haircare,C637665-27265/7,38.0,84.0,360.0,5021.5,Unknown,59.0,11.0,77.0,5.0,Carrier C,4.76,Supplier 4,Bangalore,24.0,549.0,22.0,51.01,Fail,1.21,Road,Route_B,223.69
haircare,C637665-27241/4,58.41,73.0,823.0,7344.75,Non-binary,56.0,2.0,39.0,2.0,Carrier C,4.95,Supplier 3,Bangalore,17.0,797.0,25.0,51.31,Fail,1.87,Rail,Route_C,318.03
cosmetics,C637645-27237/1,38.25,38.0,657.0,3276.08,Non-binary,25.0,9.0,56.0,7.0,Carrier B,3.5,Supplier 3,Bangalore,6.0,626.0,19.0,34.7,Pass,3.95,Road,Route_A,259.34
haircare,C628182-19676/1,47.04,97.0,466.0,2116.02,Male,39.0,23.0,80.0,7.0,Carrier A,9.22,Supplier 2,Bangalore,11.0,428.0,16.0,17.27,Pending,4.03,Road,Route_C,680.86
skincare,C628182-19658/5,89.69,46.0,207.0,5204.19,Female,69.0,20.0,2.0,2.0,Carrier C,1.38,Supplier 4,Mumbai,20.0,977.0,12.0,68.34,Pass,4.52,Air,Route_B,139.67
haircare,C628165-19658/0,71.65,99.0,650.0,2523.19,Unknown,70.0,29.0,44.0,5.0,Carrier C,9.46,Supplier 2,Bangalore,28.0,861.0,18.0,47.27,Pending,2.8,Sea,Route_B,128.84
skincare,C627982-48118/5,91.27,9.0,892.0,9515.49,Male,60.0,13.0,59.0,5.0,Carrier B,4.69,Supplier 2,Chennai,22.0,790.0,25.0,84.46,Pending,1.48,Rail,Route_A,467.99
haircare,C639801-00153/X,89.73,60.0,225.0,9789.86,Male,4.0,19.0,71.0,8.0,Carrier B,8.77,Supplier 1,Chennai,21.0,955.0,9.0,50.42,Pass,3.57,Air,Route_B,750.18
cosmetics,C636601-234X/00,6.09,14.0,920.0,4274.62,Unknown,40.0,15.0,43.0,5.0,Carrier A,1.92,Supplier 1,Mumbai,23.0,744.0,5.0,28.01,Pending,0.85,Road,Route_A,221.61
skincare,C636601-295X/00,86.7,3.0,867.0,7085.64,Unknown,13.0,9.0,58.0,6.0,Carrier C,2.92,Supplier 3,Mumbai,21.0,376.0,16.0,49.55,Pending,1.31,Air,Route_B,531.88
skincare,C651344-0531/A2,81.45,61.0,601.0,3995.49,Male,27.0,19.0,69.0,7.0,Carrier C,4.82,Supplier 3,Delhi,10.0,205.0,26.0,82.32,Pass,2.43,Road,Route_A,447.44
haircare,C651304-5570/A1,18.45,51.0,643.0,6715.32,Male,49.0,18.0,30.0,5.0,Carrier C,9.95,Supplier 1,Kolkata,16.0,127.0,5.0,62.25,Pending,4.84,Road,Route_C,260.31
skincare,C651361-0750/A1,63.23,16.0,156.0,8291.5,Non-binary,81.0,7.0,95.0,5.0,Carrier B,5.18,Supplier 5,Mumbai,21.0,453.0,5.0,37.21,Pass,0.72,Air,Route_A,232.77
skincare,C651304-0750/A1,85.16,19.0,727.0,1907.19,Female,5.0,25.0,17.0,9.0,Carrier C,1.39,Supplier 3,Chennai,1.0,871.0,6.0,38.2,Pass,3.49,Rail,Route_C,201.16
skincare,C639862-00729/K,66.93,43.0,69.0,7231.04,Unknown,97.0,24.0,11.0,7.0,Carrier A,3.38,Supplier 4,Mumbai,17.0,187.0,8.0,84.26,Pending,2.09,Sea,Route_B,286.55
cosmetics,C639801-00821/R,62.77,23.0,402.0,9487.53,Non-binary,31.0,13.0,93.0,2.0,Carrier C,9.57,Supplier 4,Kolkata,27.0,835.0,28.0,91.95,Pass,2.8,Sea,Route_B,727.23
cosmetics,C639801-00820/E,18.92,26.0,693.0,1881.97,Unknown,21.0,11.0,32.0,2.0,Carrier B,2.14,Supplier 5,Chennai,28.0,641.0,9.0,93.71,Fail,3.1,Air,Route_A,647.29
skincare,C651404-0939/D3,53.27,36.0,909.0,3728.3,Non-binary,67.0,28.0,37.0,7.0,Carrier A,5.5,Supplier 4,Mumbai,4.0,578.0,12.0,62.73,Pending,3.88,Air,Route_A,431.89
skincare,C651458-0137/D3,23.58,16.0,527.0,4613.68,Unknown,50.0,7.0,67.0,9.0,Carrier A,1.34,Supplier 4,Mumbai,29.0,168.0,19.0,84.12,Pending,3.17,Rail,Route_A,797.57
cosmetics,C636974-1825/HY,13.56,79.0,867.0,5006.55,Unknown,85.0,25.0,51.0,5.0,Carrier A,7.93,Supplier 1,Mumbai,4.0,727.0,13.0,17.64,Fail,0.7,Sea,Route_A,690.58
cosmetics,C636958-0923/1X,77.14,54.0,417.0,7460.81,Unknown,56.0,26.0,34.0,8.0,Carrier C,7.65,Supplier 5,Delhi,19.0,263.0,27.0,57.33,Pass,4.22,Sea,Route_A,907.71
cosmetics,C636904-0523/1X,65.54,98.0,693.0,3571.87,Female,97.0,13.0,56.0,2.0,Carrier B,4.56,Supplier 4,Delhi,5.0,108.0,26.0,93.86,Pass,4.18,Road,Route_C,363.33
skincare,C636904-1522/KZ,51.8,79.0,874.0,9308.72,Unknown,82.0,12.0,84.0,1.0,Carrier B,1.17,Supplier 5,Mumbai,27.0,489.0,23.0,25.62,Fail,0.99,Rail,Route_A,843.03
haircare,R017200-0000/06,16.53,64.0,104.0,7580.96,Female,22.0,24.0,1.0,7.0,Carrier B,8.32,Supplier 4,Chennai,24.0,323.0,27.0,68.73,Pass,2.11,Sea,Route_B,709.11
skincare,C300217-0000/02,50.72,71.0,6.0,6809.38,Unknown,83.0,1.0,26.0,9.0,Carrier A,8.79,Supplier 5,Mumbai,1.0,730.0,13.0,71.06,Pending,2.12,Road,Route_A,546.54
haircare,C300214-0000/02,35.7,85.0,385.0,5058.47,Non-binary,58.0,2.0,84.0,9.0,Carrier B,6.43,Supplier 4,Kolkata,29.0,294.0,5.0,33.25,Pending,0.58,Air,Route_B,274.97
skincare,C300209-0000/02,76.2,38.0,340.0,5285.22,Female,77.0,11.0,8.0,6.0,Carrier B,1.23,Supplier 5,Delhi,14.0,634.0,5.0,85.94,Fail,2.97,Air,Route_B,575.06
cosmetics,C300209-0000/03,80.2,51.0,933.0,9010.19,Male,85.0,24.0,43.0,9.0,Carrier C,3.0,Supplier 5,Delhi,6.0,184.0,7.0,36.04,Pending,0.59,Sea,Route_A,247.85
cosmetics,C300217-0000/04,52.72,21.0,387.0,6637.92,Unknown,18.0,2.0,76.0,9.0,Carrier C,8.85,Supplier 3,Kolkata,11.0,900.0,4.0,59.12,Fail,2.57,Air,Route_A,258.12
skincare,C300117-0000/02,51.73,48.0,589.0,7531.78,Female,74.0,15.0,28.0,9.0,Carrier A,5.43,Supplier 3,Kolkata,17.0,580.0,17.0,50.46,Fail,2.15,Road,Route_B,171.91
skincare,C300117-0000/03,57.8,80.0,272.0,9755.83,Female,30.0,26.0,26.0,7.0,Carrier A,4.92,Supplier 4,Bangalore,8.0,374.0,5.0,49.52,Pending,1.79,Air,Route_C,901.46
skincare,C300117-0000/04,77.9,74.0,171.0,6335.31,Male,9.0,6.0,76.0,5.0,Carrier C,6.36,Supplier 2,Bangalore,4.0,244.0,25.0,78.0,Pass,3.51,Rail,Route_B,897.12
haircare,C915404-0538/29,66.63,36.0,467.0,9576.26,Male,27.0,16.0,24.0,6.0,Carrier C,2.58,Supplier 2,Kolkata,24.0,384.0,27.0,63.57,Pending,4.51,Air,Route_C,251.09
cosmetics,C821111-0565/29,42.04,83.0,475.0,6406.91,Male,35.0,7.0,21.0,5.0,Carrier B,6.47,Supplier 4,Kolkata,22.0,932.0,3.0,85.71,Pass,1.86,Sea,Route_A,929.92
cosmetics,C574840-0556/01,72.75,80.0,662.0,9408.04,Female,52.0,18.0,53.0,5.0,Carrier C,1.77,Supplier 1,Kolkata,1.0,968.0,27.0,50.64,Pending,1.27,Air,Route_C,759.92
cosmetics,C574843-0553/01,45.26,21.0,559.0,1370.07,Non-binary,46.0,26.0,94.0,9.0,Carrier A,5.54,Supplier 3,Bangalore,20.0,421.0,18.0,87.15,Fail,4.96,Rail,Route_B,565.9
haircare,C915301-0570/29,22.21,37.0,171.0,6747.62,Male,88.0,6.0,15.0,6.0,Carrier A,5.99,Supplier 4,Kolkata,1.0,209.0,25.0,14.17,Fail,3.17,Road,Route_B,347.54
skincare,C915205-0613/30,71.43,46.0,983.0,7734.64,Non-binary,97.0,6.0,79.0,9.0,Carrier C,3.19,Supplier 3,Bangalore,14.0,944.0,9.0,10.84,Pass,0.51,Rail,Route_A,725.69
skincare,C915207-0616/30,79.54,48.0,121.0,5550.38,Male,65.0,13.0,58.0,6.0,Carrier C,3.16,Supplier 4,Delhi,9.0,320.0,27.0,39.56,Pass,2.81,Air,Route_A,412.33
cosmetics,U020519-0000/02,21.46,64.0,118.0,2857.64,Non-binary,1.0,5.0,78.0,7.0,Carrier A,3.9,Supplier 3,Bangalore,27.0,193.0,6.0,82.87,Fail,3.12,Road,Route_A,597.28
cosmetics,U020518-0000/02,34.22,54.0,887.0,4181.57,Female,49.0,24.0,70.0,5.0,Carrier B,3.44,Supplier 4,Mumbai,8.0,455.0,26.0,64.96,Fail,0.21,Sea,Route_A,663.12
cosmetics,U020520-0000/02,12.92,68.0,132.0,4608.41,Male,94.0,2.0,17.0,9.0,Carrier C,6.29,Supplier 2,Kolkata,19.0,711.0,14.0,94.91,Fail,2.36,Sea,Route_B,701.25
haircare,B250661800005,91.64,3.0,675.0,5347.17,Non-binary,92.0,27.0,4.0,5.0,Carrier C,5.19,Supplier 4,Kolkata,26.0,453.0,18.0,52.47,Pending,1.17,Road,Route_B,124.79
skincare,B250663000004,28.22,32.0,843.0,7312.61,Female,53.0,3.0,3.0,2.0,Carrier C,7.15,Supplier 1,Delhi,28.0,997.0,23.0,96.27,Pending,4.29,Road,Route_C,914.04
cosmetics,B250663000003,20.88,10.0,820.0,4055.52,Male,28.0,10.0,32.0,8.0,Carrier C,5.24,Supplier 1,Mumbai,28.0,302.0,28.0,36.52,Fail,0.54,Air,Route_C,144.01
skincare,B250662100001,69.78,34.0,568.0,7886.52,Male,24.0,5.0,7.0,2.0,Carrier A,2.35,Supplier 4,Mumbai,20.0,807.0,21.0,28.47,Fail,1.54,Road,Route_B,992.69
haircare,B250661700001,14.06,98.0,277.0,6241.21,Non-binary,48.0,4.0,44.0,2.0,Carrier B,9.01,Supplier 2,Kolkata,7.0,473.0,23.0,35.77,Pending,0.41,Rail,Route_C,412.41
cosmetics,C817415-0002/00,38.27,94.0,647.0,4867.55,Female,78.0,6.0,33.0,4.0,Carrier B,2.57,Supplier 1,Delhi,2.0,446.0,19.0,58.19,Pass,3.25,Sea,Route_A,534.39
cosmetics,C817415-0001/00,62.09,16.0,185.0,4736.67,Unknown,24.0,25.0,37.0,3.0,Carrier B,6.5,Supplier 1,Bangalore,16.0,660.0,13.0,49.79,Pass,4.68,Sea,Route_C,453.45
haircare,B152081000001,78.35,95.0,565.0,4290.59,Unknown,56.0,19.0,22.0,2.0,Carrier C,2.73,Supplier 5,Delhi,8.0,410.0,6.0,37.74,Pending,3.07,Road,Route_A,975.74
haircare,B152061000001,11.37,66.0,728.0,2020.29,Non-binary,16.0,17.0,96.0,2.0,Carrier B,2.04,Supplier 5,Chennai,4.0,598.0,7.0,44.98,Pending,2.17,Air,Route_A,275.96
cosmetics,B152051400001,94.41,28.0,343.0,8029.58,Male,80.0,23.0,81.0,2.0,Carrier B,2.36,Supplier 4,Delhi,6.0,802.0,26.0,46.01,Pending,4.08,Sea,Route_A,401.45
skincare,B152032000001,79.03,8.0,385.0,1271.44,Female,4.0,7.0,41.0,6.0,Carrier C,2.15,Supplier 2,Bangalore,3.0,495.0,3.0,39.42,Pass,1.23,Rail,Route_B,462.39
haircare,B152071400001,96.6,47.0,180.0,2304.51,Female,1.0,20.0,64.0,1.0,Carrier C,9.3,Supplier 3,Chennai,21.0,903.0,17.0,45.52,Fail,4.66,Rail,Route_C,630.29
haircare,C641382-7438A/1,99.14,68.0,544.0,8606.0,Male,62.0,2.0,32.0,7.0,Carrier B,6.06,Supplier 1,Chennai,8.0,625.0,24.0,91.51,Pending,2.15,Sea,Route_C,329.22
haircare,C641189-7766/00,16.12,52.0,772.0,1388.33,Non-binary,61.0,8.0,66.0,4.0,Carrier C,2.24,Supplier 3,Delhi,10.0,181.0,17.0,41.05,Pass,1.19,Sea,Route_C,965.94
skincare,C641489-6930/00,99.99,41.0,512.0,1616.21,Non-binary,8.0,16.0,70.0,3.0,Carrier A,1.22,Supplier 2,Chennai,28.0,849.0,21.0,39.18,Pass,2.65,Air,Route_B,277.01
haircare,C635629-6280/00,84.78,43.0,108.0,1424.59,Male,82.0,15.0,19.0,9.0,Carrier B,3.22,Supplier 1,Bangalore,23.0,502.0,1.0,52.48,Pending,3.76,Rail,Route_A,295.44
skincare,C641365-7422/00,47.43,65.0,354.0,6460.07,Male,94.0,23.0,9.0,3.0,Carrier B,4.72,Supplier 2,Mumbai,7.0,580.0,12.0,19.86,Pass,3.44,Air,Route_A,631.54
haircare,C651717-8388/00,37.92,96.0,148.0,1201.2,Non-binary,5.0,21.0,70.0,4.0,Carrier C,9.99,Supplier 5,Chennai,22.0,478.0,25.0,25.9,Pass,4.39,Air,Route_B,852.88
cosmetics,C651717-8386/00,13.15,69.0,899.0,6178.67,Male,48.0,2.0,17.0,5.0,Carrier A,2.76,Supplier 4,Chennai,21.0,451.0,24.0,77.43,Pass,4.06,Road,Route_B,519.85
cosmetics,C641117-8265/00,95.63,11.0,468.0,8034.73,Male,79.0,18.0,20.0,1.0,Carrier B,4.13,Supplier 1,Chennai,16.0,858.0,19.0,54.35,Fail,1.58,Rail,Route_B,815.6
haircare,C641117-8180/00,37.55,71.0,703.0,6418.42,Non-binary,20.0,22.0,19.0,5.0,Carrier A,3.28,Supplier 3,Kolkata,27.0,576.0,8.0,58.37,Fail,1.57,Sea,Route_A,450.56
cosmetics,C641182-8169/00,91.06,17.0,818.0,9497.82,Male,62.0,15.0,2.0,2.0,Carrier B,3.9,Supplier 4,Mumbai,13.0,698.0,28.0,20.62,Pass,0.6,Road,Route_A,887.77
skincare,C641165-8169/00,39.48,14.0,111.0,8016.49,Unknown,21.0,17.0,81.0,5.0,Carrier B,2.73,Supplier 5,Delhi,13.0,939.0,29.0,90.54,Fail,3.87,Rail,Route_A,643.76
cosmetics,C641101-8169/00,59.65,65.0,499.0,7313.61,Unknown,70.0,28.0,11.0,6.0,Carrier A,6.19,Supplier 3,Kolkata,5.0,224.0,4.0,79.03,Pending,3.52,Road,Route_A,274.31
haircare,C641365-8108A/4,23.67,31.0,643.0,9951.98,Unknown,78.0,3.0,34.0,2.0,Carrier C,1.61,Supplier 3,Bangalore,15.0,841.0,13.0,67.08,Pass,2.81,Sea,Route_C,858.54
cosmetics,C641317-8196A/3,53.8,75.0,920.0,2367.45,Male,53.0,7.0,6.0,8.0,Carrier B,7.19,Supplier 5,Mumbai,2.0,778.0,20.0,32.38,Fail,2.76,Sea,Route_C,737.9
cosmetics,C640079-25289/3,28.42,70.0,285.0,8887.01,Unknown,45.0,16.0,59.0,2.0,Carrier A,1.6,Supplier 3,Chennai,22.0,333.0,4.0,54.81,Pending,4.41,Road,Route_A,901.1
haircare,C640079-25289/2,66.19,50.0,200.0,2868.33,Unknown,96.0,10.0,99.0,9.0,Carrier C,3.8,Supplier 2,Chennai,25.0,521.0,26.0,13.25,Fail,1.24,Rail,Route_C,997.71
cosmetics,C640079-25289/1,9.6,16.0,957.0,2347.5,Male,57.0,16.0,80.0,1.0,Carrier B,3.24,Supplier 3,Bangalore,16.0,804.0,6.0,91.42,Pending,2.83,Sea,Route_C,508.29
haircare,C640065-25320/1,51.13,14.0,824.0,1862.53,Male,40.0,19.0,3.0,9.0,Carrier B,3.62,Supplier 1,Delhi,19.0,733.0,25.0,55.6,Fail,4.95,Air,Route_B,322.05
haircare,C640065-25289/1,95.29,32.0,443.0,4416.5,Male,42.0,19.0,87.0,1.0,Carrier C,7.75,Supplier 5,Bangalore,15.0,292.0,28.0,82.49,Pending,1.29,Rail,Route_A,154.96
cosmetics,C640057-25320/3,13.42,27.0,827.0,1669.12,Male,8.0,24.0,45.0,1.0,Carrier B,6.42,Supplier 3,Delhi,28.0,471.0,25.0,49.65,Pass,0.22,Air,Route_C,669.43
skincare,C640057-25289/2,62.39,91.0,1.0,8135.76,Female,66.0,26.0,86.0,3.0,Carrier A,5.9,Supplier 4,Kolkata,15.0,810.0,28.0,64.45,Pending,4.23,Sea,Route_A,817.83
haircare,C570151-21176/4,86.92,29.0,564.0,9641.17,Male,46.0,3.0,98.0,9.0,Carrier B,4.38,Supplier 1,Kolkata,8.0,556.0,19.0,99.14,Fail,0.64,Sea,Route_B,961.1
skincare,C570143-21176/3,88.18,22.0,264.0,8936.03,Female,54.0,6.0,42.0,3.0,Carrier A,9.74,Supplier 1,Delhi,18.0,812.0,22.0,59.64,Pending,4.79,Road,Route_C,409.64
haircare,C570143-21092/1,1.99,57.0,942.0,3833.23,Non-binary,64.0,12.0,51.0,9.0,Carrier B,7.63,Supplier 2,Mumbai,10.0,669.0,21.0,46.19,Pass,0.82,Sea,Route_B,982.31
cosmetics,C570140-22987/4,87.72,96.0,817.0,1144.99,Male,33.0,26.0,55.0,7.0,Carrier B,2.92,Supplier 2,Kolkata,17.0,179.0,21.0,84.23,Fail,0.85,Air,Route_C,798.13
cosmetics,C650917-F152A/0,49.09,56.0,795.0,4273.59,Male,78.0,15.0,11.0,1.0,Carrier A,9.78,Supplier 5,Delhi,17.0,159.0,22.0,75.29,Fail,3.91,Sea,Route_A,683.59
cosmetics,C650056-0000/25,11.55,52.0,206.0,3265.52,Non-binary,69.0,20.0,27.0,1.0,Carrier C,4.83,Supplier 2,Bangalore,11.0,505.0,6.0,53.61,Pending,0.75,Rail,Route_A,807.33
haircare,C650056-0000/20,17.99,83.0,241.0,6328.58,Non-binary,83.0,1.0,58.0,1.0,Carrier C,4.94,Supplier 4,Delhi,17.0,408.0,18.0,50.11,Pass,3.57,Sea,Route_C,434.91
cosmetics,C650056-0000/30,23.53,65.0,926.0,5781.56,Male,73.0,23.0,5.0,4.0,Carrier C,6.11,Supplier 4,Chennai,18.0,896.0,11.0,94.57,Pending,0.24,Rail,Route_C,974.32
cosmetics,C650013-0000/20,74.68,88.0,231.0,4539.47,Male,27.0,8.0,18.0,6.0,Carrier A,7.28,Supplier 1,Chennai,21.0,864.0,5.0,88.87,Fail,2.4,Sea,Route_C,453.43
cosmetics,C642765-0000/27,6.1,96.0,925.0,9257.16,Unknown,42.0,10.0,62.0,7.0,Carrier B,8.14,Supplier 5,Kolkata,19.0,870.0,12.0,20.5,Fail,1.98,Air,Route_B,125.21
haircare,C642745-0000/27,46.62,96.0,606.0,7323.93,Female,34.0,9.0,64.0,2.0,Carrier B,4.96,Supplier 1,Delhi,3.0,632.0,15.0,19.41,Pending,1.38,Air,Route_B,760.17
skincare,C642745-0000/01,51.15,98.0,868.0,7009.09,Male,15.0,8.0,34.0,6.0,Carrier A,7.28,Supplier 3,Kolkata,8.0,599.0,27.0,62.48,Pass,4.71,Rail,Route_A,789.46
haircare,C650982-F275A/0,4.62,13.0,48.0,6474.41,Non-binary,2.0,5.0,3.0,3.0,Carrier C,3.99,Supplier 5,Mumbai,15.0,842.0,3.0,38.13,Pass,2.5,Rail,Route_C,738.95
cosmetics,C650965-F152A/0,85.17,55.0,999.0,5971.66,Unknown,61.0,17.0,60.0,7.0,Carrier C,2.42,Supplier 1,Chennai,22.0,791.0,1.0,14.02,Fail,4.65,Road,Route_B,764.73
haircare,C643459-030A/12,39.96,60.0,219.0,9509.49,Male,89.0,12.0,1.0,5.0,Carrier B,7.94,Supplier 2,Mumbai,19.0,562.0,18.0,80.5,Fail,3.64,Air,Route_C,285.18
skincare,C633559-0477/31,79.09,9.0,452.0,1424.73,Unknown,41.0,12.0,98.0,9.0,Carrier B,4.06,Supplier 2,Mumbai,26.0,378.0,17.0,58.34,Fail,4.43,Air,Route_B,302.37
haircare,C645545-0010/20,65.28,5.0,708.0,5710.95,Male,6.0,8.0,86.0,3.0,Carrier A,3.99,Supplier 1,Kolkata,18.0,995.0,10.0,87.27,Fail,1.68,Road,Route_C,971.05
haircare,C616791-033Y/00,8.34,67.0,283.0,4139.88,Unknown,86.0,6.0,82.0,4.0,Carrier A,8.43,Supplier 3,Kolkata,11.0,955.0,8.0,15.28,Pass,2.63,Air,Route_B,108.51
haircare,C615880-312K/00,51.15,87.0,458.0,5851.88,Male,12.0,22.0,31.0,6.0,Carrier B,5.05,Supplier 1,Bangalore,23.0,364.0,29.0,36.98,Pass,3.81,Road,Route_B,749.43
cosmetics,C651174-3204/0Y,94.93,74.0,856.0,6239.3,Female,58.0,23.0,99.0,2.0,Carrier C,5.99,Supplier 5,Bangalore,22.0,567.0,11.0,41.81,Fail,0.55,Air,Route_C,743.41
skincare,C651104-1676/0X,62.59,8.0,280.0,6815.61,Male,45.0,21.0,35.0,2.0,Carrier A,2.39,Supplier 4,Delhi,1.0,338.0,9.0,41.29,Fail,1.96,Sea,Route_B,878.53
cosmetics,C651074-8120/0W,65.75,99.0,212.0,5352.29,Female,55.0,9.0,6.0,3.0,Carrier A,9.27,Supplier 3,Delhi,15.0,700.0,15.0,29.24,Fail,2.24,Sea,Route_A,400.92
cosmetics,C646474-5662/5W,63.19,91.0,927.0,2504.73,Non-binary,65.0,1.0,7.0,3.0,Carrier C,6.94,Supplier 2,Kolkata,19.0,994.0,28.0,93.18,Pass,3.2,Air,Route_A,545.67
skincare,C646474-1182/5Q,75.23,9.0,307.0,7513.71,Non-binary,39.0,13.0,84.0,1.0,Carrier B,8.72,Supplier 3,Delhi,12.0,882.0,4.0,15.15,Pass,0.41,Rail,Route_B,950.87
skincare,C646474-6507/G5,32.62,35.0,88.0,8182.95,Unknown,44.0,11.0,59.0,5.0,Carrier A,2.46,Supplier 2,Mumbai,10.0,900.0,10.0,94.27,Pending,1.05,Road,Route_A,112.7
haircare,C646474-4137/G5,28.8,66.0,799.0,3905.7,Male,41.0,27.0,29.0,1.0,Carrier B,7.25,Supplier 2,Bangalore,23.0,193.0,6.0,70.56,Pending,4.67,Rail,Route_C,302.64
haircare,C646404-0692/5Q,68.19,93.0,25.0,5063.29,Male,44.0,27.0,23.0,3.0,Carrier C,1.2,Supplier 3,Mumbai,22.0,129.0,28.0,92.19,Pass,1.48,Air,Route_C,375.83
haircare,C643558-0000/10,26.02,99.0,463.0,6857.27,Male,62.0,2.0,57.0,8.0,Carrier B,3.51,Supplier 3,Delhi,11.0,690.0,26.0,24.68,Fail,4.99,Air,Route_B,911.02
skincare,C643558-0000/04,67.19,17.0,353.0,3352.37,Female,50.0,18.0,97.0,4.0,Carrier C,2.58,Supplier 1,Bangalore,1.0,480.0,14.0,75.81,Pass,4.56,Road,Route_B,798.78
haircare,H400307-0004/00,70.11,86.0,215.0,1405.79,Unknown,3.0,27.0,33.0,4.0,Carrier B,5.26,Supplier 2,Kolkata,26.0,655.0,13.0,38.52,Fail,4.13,Road,Route_A,234.16
skincare,H400305-0001/00,83.42,77.0,441.0,8795.65,Female,80.0,9.0,92.0,4.0,Carrier B,3.21,Supplier 2,Chennai,14.0,763.0,26.0,49.51,Fail,1.76,Rail,Route_B,769.62
skincare,H228000-5549/00,63.48,96.0,912.0,9865.23,Female,67.0,19.0,51.0,2.0,Carrier A,8.42,Supplier 3,Chennai,16.0,397.0,19.0,97.25,Pending,3.51,Road,Route_C,443.29
haircare,H268600-6213/00,67.58,44.0,795.0,5422.22,Non-binary,69.0,5.0,10.0,1.0,Carrier C,8.71,Supplier 1,Kolkata,28.0,464.0,3.0,27.51,Pass,0.52,Rail,Route_C,632.84
haircare,C819209-48360/0,53.3,89.0,852.0,9139.48,Male,28.0,21.0,82.0,5.0,Carrier C,8.75,Supplier 1,Delhi,15.0,768.0,17.0,21.52,Pass,4.72,Sea,Route_B,644.14
